"","Date","year","month","day","max_tmp","min_tmp","mean_tmp","mean_RH","mean_DP","mean_press","mean_Wind_speed","Heat_Deg_days","Cold_Deg_days","spd_max_gust","precipitation","rain"
"1",2013-03-01,2013,3,1,-0.830684646263747,-0.373141702663058,-0.636383631588957,0.891313650012837,-0.32810854173432,0.966838158487656,0.333640552946259,0.416279069767442,0,0.276595744680851,2.2,1
"2",2013-03-02,2013,3,2,-0.910926490089142,-0.67132030735651,-0.76770132513985,0.86991869915276,-0.489036683371418,0.968400464595106,0.337327188964964,0.467441860465116,0,0.297872340425532,2.6,1
"3",2013-03-03,2013,3,3,-1.05536180897485,-0.722436639589673,-0.964503703929652,0.857081728677792,-0.701362579627677,0.966601202453101,0.484792626837588,0.495348837209302,0,0.361702127659574,1.2,1
"4",2013-03-04,2013,3,4,-1.23189386539072,-0.892824413700217,-1.05123607973945,0.830124090680359,-0.821172517688546,0.967926551562105,0.623041474774049,0.546511627906977,0,0.468085106382979,2,1
"5",2013-03-05,2013,3,5,-0.830684646263747,-0.662800918650983,-0.80601683249784,0.851519041540436,-0.549296119745199,0.977473081677651,0.282949308850356,0.453488372093023,0,0.361702127659574,1,1
"6",2013-03-06,2013,3,6,-0.702297696143115,-0.219792705963568,-0.490784703578435,0.809157038973042,-0.293016281761441,0.981963203489283,0.647004608342636,0.383720930232558,0,0.531914893617021,0,0
"7",2013-03-07,2013,3,7,-0.878829752558984,-0.347583536546476,-0.666339391964539,0.718870346598203,-0.598921537860307,0.983609849030688,0.554838709644596,0.430232558139535,0,0.404255319148936,0,0
"8",2013-03-08,2013,3,8,-0.670200958612957,-0.577607031595711,-0.650316543393497,0.704749679075738,-0.614163630604158,0.985220349651192,0.321658986272565,0.425581395348837,0,0.319148936170213,0,0
"9",2013-03-09,2013,3,9,-0.533789824109785,-0.824669304056,-0.6841038544798,0.72400513478819,-0.633659330532377,0.986854946564334,0.0838709677554928,0.441860465116279,0,0.0425531914893617,0,0
"10",2013-03-10,2013,3,10,-0.260967555103441,-0.509451921951493,-0.341354224773596,0.640992725750963,-0.450399750730719,0.980657935106088,0.243317972368171,0.348837209302326,0,0.276595744680851,0,0
"11",2013-03-13,2013,3,13,-0.597983299170101,-0.24535087208015,-0.439232929976872,0.748823277740693,-0.345831905328629,0.967918519464559,0.434101382520487,0.369767441860465,0,0.319148936170213,0,0
"12",2013-03-20,2013,3,20,-0.918950674471682,-0.782072360528363,-0.863141770754342,0.833119383825417,-0.634013797833187,0.964532854922467,0.422119815625594,0.481395348837209,0,0.48936170212766,0.6,1
"13",2013-03-21,2013,3,21,-0.886853936941524,-0.756514194411782,-0.824477940574069,0.6940522036457,-0.801676817675255,0.963978618022338,0.559447004723277,0.472093023255814,0,0.468085106382979,0,0
"14",2013-03-22,2013,3,22,-0.999192518297077,-0.799111137939418,-0.877423005381165,0.758664955070603,-0.757013941346136,0.964858167885586,0.39999999995576,0.504651162790698,0,0.425531914893617,0,0
"15",2013-03-23,2013,3,23,-0.670200958612957,-0.654281529945456,-0.645091701477244,0.679075738125802,-0.660598843267187,0.965962625155126,0.561290322622031,0.430232558139535,0,0.51063829787234,0,0
"16",2013-03-24,2013,3,24,-0.670200958612957,-0.535010088068075,-0.570550623444167,0.666666666700899,-0.598212603343758,0.970127434003639,0.298617511542755,0.42093023255814,0,0.0425531914893617,0,0
"17",2013-03-25,2013,3,25,-0.477620533432008,-0.552048865479129,-0.484863216017616,0.723577235738126,-0.434094256169509,0.966793980505319,0.427649769543052,0.402325581395349,0,0.468085106382979,0,0
"18",2013-03-26,2013,3,26,-0.45354798028439,-0.407219257485167,-0.393254321113844,0.614890885750963,-0.522002139709577,0.967536978926949,0.310599078437648,0.355813953488372,0,0.297872340425532,0,0
"19",2013-03-27,2013,3,27,-0.333185214546297,-0.356102925252003,-0.303735362976573,0.661103979460847,-0.356465923502229,0.970488892851549,0.176036866365053,0.348837209302326,0,0.0425531914893617,0.6,1
"20",2013-03-28,2013,3,28,-0.244919186338363,-0.160156985024878,-0.215261373138956,0.804878048780488,-0.0388632474124026,0.975047290865935,0.249769585345605,0.302325581395349,0,0.0425531914893617,0,0
"21",2013-03-29,2013,3,29,-0.309112661398679,-0.0664437092640786,-0.204115043745482,0.713735558408216,-0.166471465495602,0.976810407123149,0.360368663694774,0.323255813953488,0,0.319148936170213,0,0
